gpa_id,gpa_name,website,start_year,recent_year,subject_area,subject_collapsed,creator_name,creator_type,creator_clean,creator_collapsed,country,country_collapsed,ISO3,active
14,Benchmarking Public Procurement,http://bpp.worldbank.org,2017,2017,"Economic, Governance","Economic, Governance",World Bank,5,IGO,IGO,United States,United States,USA,TRUE
15,Bloomberg Innovation Index (formerly called global innovation Quotient),http://www.bloomberg.com/slideshow/2014-01-22/30-most-innovative-countries.html#slide32,2012,2015,Economic,Economic,Bloomberg LP,4,Private,University or Private,USA,United States,USA,TRUE
16,Bribe Payers Index,http://www.transparency.org/research/bpi/overview,2002,2011,Governance,Governance,Transparency International,3,NGO,NGO,Germany,Europe,DEU,FALSE
17,Capital Access Index,http://www.milkeninstitute.org/publications/publications.taf?function=indexes,1998,2009,Economic,Economic,MIlken Institute,3,NGO,NGO,United States,United States,USA,FALSE
18,CFS Rule of Law Index,http://www.centerforfinancialstability.org/rli.php,2012,2013,Economic,Economic,Center for Financial Stability,3,NGO,NGO,USA,United States,USA,FALSE
19,Child Well-being in Rich Countries,http://www.unicef-irc.org/publications/pdf/rc11_eng.pdf,2000,2013,Social,Social,UNICEF,5,IGO,IGO,Italy,Europe,ITA,FALSE
20,Climate Analysis Indicators Tool,http://cait2.wri.org/wri,2004,2016,Environment,Environment,World Resources Institutue,3,NGO,NGO,United States,United States,USA,TRUE
21,Climate Change Performance Index,http://germanwatch.org/klima/ccpi.htm,2006,2017,Environment,Environment,Germanwatch/ Climate Action Europe,3,NGO,NGO,Germany,Europe,DEU,TRUE
22,Commitment to Development Index,http://www.cgdev.org/initiative/commitment-development-index/inside,2003,2016,Development,Development,Center for Global Development,3,NGO,NGO,USA,United States,USA,TRUE
23,Composite Index of National Capability ,http://self.gutenberg.org/articles/eng/Composite_Index_of_National_Capability,1963,2012,Military,Security,J David Singer,4,Private,University or Private,United States,United States,USA,FALSE
24,Concessions Law Report,http://www.ebrd.com/downloads/legal/concessions/pppreport.pdf,2008,2012,Legal,Legal,European Bank For Reconstruction and Development,5,IGO,IGO,United Kingdom,United Kingdom,GBR,FALSE
25,Corporate Human Rights Benchmark,https://business-humanrights.org/en/chrb,2016,2017,"Economic, Human Rights","Economic, Human Rights",Business and Human Rights Resource Centre,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
26,Corruption Perceptions Index,http://www.transparency.org/research/cpi/overview,1995,2016,Governance,Governance,Transparency International,3,NGO,NGO,Germany,Europe,DEU,TRUE
27,Countries at the Crossroads,https://freedomhouse.org/report-types/countries-crossroads,2004,2012,"Governance, Development","Governance, Development",Freedom House,3,NGO,NGO,United States,United States,USA,FALSE
28,Country Performance Assessment,http://www.adb.org/site/adf/country-performance-assessment,2005,2016,"Economic, Governance, Finance","Economic, Governance, Trade & Finance",Asian Development Bank,5,IGO,IGO,Philippines,Global South,PHL,TRUE
29,Country Performance Rating,http://www.worldbank.org/ida/CPR-2011.html,2006,2014,Economic,Economic,World Bank/ IDA,5,IGO,IGO,USA,United States,USA,TRUE
30,Country Risk Assessment,http://www.coface.com/Economic-Studies-and-Country-Risks,2012,2017,Economic,Economic,Coface,4,Private,University or Private,NA,NA,NA,TRUE
31,Crony-Capitalism Index,http://www.economist.com/news/international/21599041-countries-where-politically-connected-businessmen-are-most-likely-prosper-planet,2014,2016,"Social, Economic, Governance","Social, Economic, Governance",The Economist,4,Private,University or Private,USA,United States,USA,TRUE
32,CSGR Globalisation Index,http://www2.warwick.ac.uk/fac/soc/csgr/index/,2004,2004,"Economic, Social, Governance","Economic, Social, Governance",Warwick University,4,Private,University or Private,United Kingdom,United Kingdom,GBR,FALSE
33,Democracy Index,http://www.eiu.com/public/topical_report.aspx?campaignid=DemocracyIndex12,2006,2016,Governance,Governance,The Economist,4,Private,University or Private,United Kingdom,United Kingdom,GBR,TRUE
34,Depth Index of Globalization,http://www.ghemawat.com/Dig/Files/Depth_Index_of_Globalization_2013_(Full_Report).pdf,2013,2013,"Economic, Development","Economic, Development",IESE Buisness School,1,University,University or Private,Spain,Europe,ESP,FALSE
35,DHL Global Connectedness Index,http://www.dhl.com/en/about_us/logistics_insights/studies_research/global_connectedness_index/global_connectedness_index_2012.html#.U6m_zPk7uSo,2011,2016,Economic,Economic,DHL express,4,Private,University or Private,Germany,Europe,DEU,TRUE
36,Digital Economy Ranking,http://unpan1.un.org/intradoc/groups/public/documents/APCITY/UNPAN010005.pdf,2002,2010,"Social, Development","Social, Development",The Economist/IBM,4,Private,University or Private,United States,United States,USA,FALSE
37,Disaster Risk Index,http://www.undp.org/bcpr/disred/english/wedo/rrt/dri.htm,2004,2004,Development,Development,UNDP,5,IGO,IGO,United States,United States,USA,FALSE
38,Ducroire / Delcredere Country Risks,http://www.ducroiredelcredere.be/WebDucDel/Website.nsf/weben/Country+risks?OpenDocument,1999,2017,Finance,Trade & Finance,Ducroire / Delcredere Credit Insurance ,4,Private,University or Private,Belgium,Europe,BEL,TRUE
39,E-Government Development Index,http://unpan3.un.org/egovkb/,2004,2016,"Technology, Development","Trade & Finance, Development",United Nations/ UNPAN,5,IGO,IGO,USA,United States,USA,TRUE
40,E-Government Index,http://www.worldmarketsanalysis.com/pdf/e-govreport.pdf,2001,2001,"Social, Technology","Social, Trade & Finance",WMRC/ Brown University,6,NGO/university,Other,United States,United States,USA,FALSE
41,E-Participation Index,http://unpan3.un.org/egovkb/datacenter/CountryScore.aspx?ddl=5,2004,2016,Social,Social,United Nations/ UNPAN,5,IGO,IGO,USA,United States,USA,TRUE
42,E-readiness Rankings,http://www.eiu.com/site_info.asp?info_name=ereadiness&page=noads,2009,2009,"Technology, Development","Trade & Finance, Development",EIU,3,NGO,NGO,United States,United States,USA,FALSE
43,Early Motherhood Risk Ranking,http://www.savethechildren.org/atf/cf/%7B9def2ebe-10ae-432c-9bd0-df91d2eba74a%7D/SOWM_2004_final.pdf,2004,2004,Health,Development,Save the Children,3,NGO,NGO,United States,United States,USA,FALSE
44,Ease of Doing Business Index,http://www.doingbusiness.org,2003,2016,Finance,Trade & Finance,World Bank/IFC,5,IGO,IGO,USA,United States,USA,TRUE
45,Eco-Innovation Scoreboard ,http://www.eco-innovation.eu/index.php?option=com_content&view=article&id=2&Itemid=34,2010,2015,Environment,Environment,Eco-Innovation Observitory,3,NGO,NGO,Belgium,Europe,BEL,TRUE
46,Ecological Footprint,http://www.footprintnetwork.org/en/index.php/GFN/page/footprint_data_and_results/,2000,2012,Environment,Environment,World Wildlife Fund,3,NGO,NGO,Switzerland,Europe,CHE,FALSE
47,Economic Complexity Index,http://atlas.cid.harvard.edu/rankings/,1995,2014,Economic,Economic,"Cesar Hidalgo, Ricardo Hausmann",4,Private,University or Private,United States,United States,USA,TRUE
48,Economic Freedom of the World,http://www.freetheworld.com,1995,2016,Development,Development,Fraser Institute,3,NGO,NGO,Canada,Other developed nations,CAN,TRUE
49,Economic Vulnerability Index,NA,1990,2010,"Economic, Development","Economic, Development",UNDP,5,IGO,IGO,NA,NA,NA,FALSE
50,Economist Intelligence Unit: Where-to-be-born Index,http://www.economist.com/news/21566430-where-be-born-2013-lottery-life,2005,2013,"Economic, Social","Economic, Social",The Economist,4,Private,University or Private,USA,United States,USA,FALSE
51,Eden Asia Happiness Index ,http://www.edenstrategyinstitute.com/happy,2013,2014,Social,Social,Eden strategy Institute,4,Private,University or Private,Singapore,Global South,SGP,TRUE
52,Education for all Development Index,http://www.unesco.org/new/fileadmin/MULTIMEDIA/HQ/ED/pdf/gmr2011-efa-development-index.pdf,2002,2015,Education,Development,UNESCO,5,IGO,IGO,France,Europe,FRA,TRUE
53,EF English Proficiency Index,http://www.ef.edu/epi/downloads/,2011,2015,Education,Development,Education First,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
54,EIU Business Environment Rankings,http://www.eiu.com/Handlers/WhitepaperHandler.ashx?fi=BER_final_2014.pdf&mode=wp&campaignid=bizenviro2014,1997,2014,Economic,Economic,The Economist,4,Private,University or Private,USA,United States,USA,TRUE
55,Electronic communications Sector Assesment,http://www.ebrd.com/pages/sector/legal/telecoms/assessment.shtml,2008,2012,Economic,Economic,European Bank For Reconstruction and Development,5,IGO,IGO,United Kingdom,United Kingdom,GBR,FALSE
56,EMC Privacy Index,http://www.emc.com/collateral/brochure/privacy-index-global-in-depth-results.pdf,2014,2014,Privacy,Legal,EMC Corperation,4,Private,University or Private,USA,United States,USA,TRUE
57,Enabling Environment Index,http://civicus.org/eei/,2013,2013,Social,Social,CIVICUS,3,NGO,NGO,NA,NA,NA,FALSE
58,Enabling the Business of Agriculture,http://eba.worldbank.org,2015,2017,Economic,Economic,World Bank,5,IGO,IGO,United States,United States,USA,TRUE
59,Energy Architecture Performance Index,http://www3.weforum.org/docs/WEF_EN_NewEnergyArchitecturePerformanceIndex_Report_2013.pdf,2013,2017,"Economic, Environment, Development","Economic, Environment, Development",World Economic Forum,3,NGO,NGO,Switzerland,Europe,CHE,TRUE
60,Energy Trilemma Index,https://trilemma.worldenergy.org,2014,2016,"Energy, Environment","Environment, Environment",World Energy Council,3,NGO,NGO,NA,NA,NA,TRUE
61,Environment & Gender Index,https://static.squarespace.com/static/5149cacfe4b0de06a6f03976/t/528a81a2e4b086fe2a3ba5ff/1384808866294/The%20Environment%20and%20Gender%20Index%20-%202013%20Pilot%20-,2013,2013,"Social, Environment","Social, Environment",Envirnmental Union for the Consevation of Nature,3,NGO,NGO,USA,United States,USA,FALSE
62,Environmental Democracy Index,http://www.environmentaldemocracyindex.org,2013,2015,"Environment, Governance","Environment, Governance","World Resources Institute, The Access Inititave",3,NGO,NGO,United States,United States,USA,TRUE
63,Environmental Performance Index,http://epi.yale.edu/epi2012/rankings,2006,2016,Environment,Environment,Center for International Earth Science Information Network (Columbia University) and Yale Center for Environmental Law and Policy (Yale University) ,1,University,University or Private,USA,United States,USA,TRUE
64,Environmental Sustainability Index,http://www.yale.edu/envirocenter/epm.htm,1995,2005,Environment,Environment,Center for International Earth Science Information Network (Columbia University) and Yale Center for Environmental Law and Policy (Yale University),1,University,University or Private,United States,United States,USA,FALSE
65,Environmental Vulnerability Index,http://www.vulnerabilityindex.net/,2004,2004,Environment,Environment,South Pacific Applied Geoscience Commission (SOPAC),3,NGO,NGO,Fiji,Global South,FJI,FALSE
66,Ernst & Young Globalization Index,http://www.ey.com/GL/en/Issues/Driving-growth/Globalization---Looking-beyond-the-obvious---2012-Index,2009,2012,Economic,Economic,Ernst& Young,4,Private,University or Private,United Kingdom,United Kingdom,GBR,FALSE
67,Ethics Indices,http://www.worldbank.org/wbi/governance/pdf/Kaufmann_GCR_101904_B.pdf,2004,2004,Governance,Governance,Daniel Kaufmann – World Bank Institute,5,IGO,IGO,United States,United States,USA,FALSE
68,Euro Health Consumer Index,http://www.healthpowerhouse.com/publications/,2005,2016,Social,Social,Health Consumer Powerhouse,4,Private,University or Private,NA,NA,NA,TRUE
69,Eurochambres Economic Survey ,http://ees.eurochambres.eu/ees/,1993,2017,Economic,Economic,EuroChambres,3,NGO,NGO,Belgium,Europe,BEL,TRUE
70,European Foreign Policy Scorecard,http://www.ecfr.eu/scorecard,2010,2016,Governance,Governance,European Council on Foreign Relations,3,NGO,NGO,NA,NA,NA,TRUE
71,European Gender Equality Index,http://eige.europa.eu/content/gender-equality-index,2013,2015,"Gender, Social","Human Rights, Social",European Institute for Gender Equality,5,IGO,IGO,Lithuania,Europe,LTU,TRUE
72,European Innovation Scoreboard (EIS) and Summary Innovation Index (SII) ,http://ec.europa.eu/enterprise/policies/innovation/facts-figures-analysis/innovation-scoreboard/,2000,2016,Economic,Economic,European Commission,5,IGO,IGO,Belgium,Europe,BEL,TRUE
73,Exporting Corruption Progress Report,http://www.transparency.org/whatwedo/pub/exporting_corruption_progress_report_2013_assessing_enforcement_of_the_oecd,2005,2015,Governance,Governance,Transparency International,3,NGO,NGO,Germany,Europe,DEU,TRUE
74,"Extractive Industries Transparency Initiative (EITI) Country Reports
",http://eiti.org/countries ,1999,2015,Economic,Economic,Extractive Industries Transparency Initiative ,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
75,FDI Potential Index,http://www.unctad-docs.org/files/UNCTAD-WIR2012-Full-en.pdf,2002,2012,"Finance, Economic","Trade & Finance, Economic",UNCTAD,5,IGO,IGO,USA,United States,USA,FALSE
76,Female Entrepreneurship Index,https://thegedi.org/research/womens-entrepreneurship-index/,2013,2015,"Social, Development","Social, Development",GEDI,3,NGO,NGO,NA,NA,NA,TRUE
77,Financial Action Task Force High Risk and Noncooperative jurisdictions,http://www.fatf-gafi.org/topics/high-riskandnon-cooperativejurisdictions/,2010,2017,Finance,Trade & Finance,Financial Action Task Force (FATF),5,IGO,IGO,France,Europe,FRA,TRUE
78,Fiscal Transparency Report,https://www.state.gov/e/eb/ifd/oma/fiscaltransparency/260301.htm,2012,2016,"Economic, Finance","Economic, Trade & Finance",US Department of State,2,National government,State,USA,United States,USA,TRUE
79,Forbes Best Countries for Business,"http://www.forbes.com/2008/06/26/denmark-ireland-finland-biz-cx_db_jg_bizcountries08_0926bizcountries_lander.html, (http://www.forbes.com/best-countries-for-business/) is more updated",2006,2016,"Economic, Finance","Economic, Trade & Finance",Forbes,4,Private,University or Private,USA,United States,USA,TRUE
80,Foreign Direct Investment Confidence Index,http://www.atkearney.com/research-studies/foreign-direct-investment-confidence-index,1998,2016,"Economic, Finance","Economic, Trade & Finance",AT Kearney,4,Private,University or Private,USA,United States,USA,TRUE
81,Fragile State Index,http://www.foreignpolicy.com/articles/2013/06/24/2013_failed_states_interactive_map,2005,2016,Governance,Governance,Foreign Policy/ Fund for Peace,3,NGO,NGO,USA,United States,USA,TRUE
82,Freedom in the World,http://www.freedomhouse.org/report-types/freedom-world,1973,2017,Governance,Governance,Freedom House,3,NGO,NGO,USA,United States,USA,TRUE
83,Freedom of the Press,http://www.freedomhouse.org/report-types/freedom-press,1980,2016,Press Freedom,Human Rights,Freedom House,3,NGO,NGO,USA,United States,USA,TRUE
84,Freedom on the Net,https://freedomhouse.org/report-types/freedom-net,2011,2016,Press Freedom,Human Rights,Freedom House,3,NGO,NGO,United States,United States,USA,TRUE
85,G20 eTrade Readiness Index,https://www.ebaymainstreet.com/policy-papers/g20-e-trade-readiness-index,2014,2014,Economic,Economic,EIU/Ebay,3,NGO,NGO,United States,United States,USA,TRUE
86,Gender Development Index,http://hdr.undp.org/en/content/gender-development-index-gdi,1990,2016,"Social, Development","Social, Development",UNDP,5,IGO,IGO,NA,NA,NA,TRUE
87,Gender Empowerment Measure,http://hdr.undp.org/en/statistics/indices/gdi_gem/,1995,2008,"Gender, Social","Human Rights, Social",UNDP,5,IGO,IGO,United States,United States,USA,FALSE
88,Gender Inequality Index,http://hdr.undp.org/en/statistics/gii,2000,2016,Development,Development,United Nations Development Program (UNDP),5,IGO,IGO,USA,United States,USA,TRUE
89,Gender-Related Development Index,http://hdr.undp.org/en/statistics/indices/gdi_gem/,1995,2015,"Gender, Social","Human Rights, Social",UNDP,5,IGO,IGO,United States,United States,USA,TRUE
90,Global AgeWatch Index,http://www.helpage.org/global-agewatch/,2013,2015,Social,Social,HelpAge International,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
91,Global Aging Preparedness Index,http://csis.org,2003,2010,Social,Social,Center for Strategic and International Studies/ Watson Wyatt Worldwide,3,NGO,NGO,United States,United States,USA,FALSE
92,Global Barometer of Hope and Happiness ,http://www.wingia.com/en/services/end_of_year_survey/global_results/7/33/,1977,2016,Social,Social,WIN/gallup international,4,Private,University or Private,Switzerland,Europe,CHE,TRUE
93,Global Cleantech Innovation Index,http://www.cleantech.com/indexes/the-global-cleantech-innovation-index/,2012,2014,"Economic, Environment","Economic, Environment",Cleantech,4,Private,University or Private,United States,United States,USA,TRUE
94,Global Climate Risk Index,http://germanwatch.org/en/download/7170.pdf,2006,2017,Environment,Environment,Germanwatch,3,NGO,NGO,Germany,Europe,DEU,TRUE
95,Global Competitiveness Index,http://reports.weforum.org/global-competitiveness-report-2012-2013/,2004,2016,Economic,Economic,World Economic Forum,3,NGO,NGO,Switzerland,Europe,CHE,TRUE
96,Global Connectivity Index,http://www.huawei.com/minisite/gci/en/,2014,2016,"Social, Development","Social, Development",Huawei,4,Private,University or Private,NA,NA,NA,TRUE
97,Global Corruption Barometer,http://www.transparency.org/research/gcb/overview,2003,2017,Governance,Governance,Transparancy International,3,NGO,NGO,Germany,Europe,DEU,TRUE
98,Global Creativity Index,http://martinprosperity.org/media/GCI-Report-reduced-Oct%202011.pdf,2004,2016,Development,Development,Martin Prosperity Institue,1,University,University or Private,Canada,Other developed nations,CAN,TRUE
99,Global Cybersecurity Index,http://www.itu.int/en/ITU-D/Cybersecurity/Pages/GCI.aspx,2014,2016,Technology,Trade & Finance,ITU,5,IGO,IGO,NA,NA,NA,TRUE
100,Global Democracy Ranking,http://democracyranking.org,2000,2017,Governance,Governance,Democracy Ranking,4,Private,University or Private,Austria,Europe,AUT,TRUE
101,Global Entrepreneurship Index,https://thegedi.org/global-entrepreneurship-and-development-index/,2015,2017,Economic,Economic,GEDI,3,NGO,NGO,NA,NA,NA,TRUE
102,Global Entrepreneurship Monitor,http://www.gemconsortium.org/docs/2645/gem-2012-global-report,1999,2016,"Economic, Social","Economic, Social",London Business School/ Babson College,1,University,University or Private,United Kingdom,United Kingdom,GBR,TRUE
103,Global Financial Centres,http://www.longfinance.net/global-financial-centre-index-19/992-gfci-19.html,2005,2016,Economic,Economic,Z/Yen,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
104,Global Firepower Military Ranks,http://www.globalfirepower.com/,2006,2016,Military,Security,Global Firepower,9,Missing or other,Other,NA,Unknown,NA,TRUE
105,Global Food Index,http://www.oxfam.org.uk/what-we-do/good-enough-to-eat,1994,2016,Health,Development,Oxfam,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
106,Global Food Security Index,http://foodsecurityindex.eiu.com/Index,2012,2016,"Social, Development","Social, Development",The Economist,4,Private,University or Private,USA,United States,USA,TRUE
107,Global Gender Gap Index,http://www3.weforum.org/docs/WEF_GenderGap_Report_2012.pdf,2005,2016,"Gender, Social, Economic","Human Rights, Social, Economic",World Economic Forum,3,NGO,NGO,Switzerland,Europe,CHE,TRUE
108,Global Go To Think Tank Index,http://gotothinktank.com/2015-global-go-to-think-tank-index-report/,2008,2016,"Social, Development","Social, Development",University of Pennsylvania Think Tanks and Civil Societies Program,1,University,University or Private,United States,United States,USA,TRUE
109,Global Green Economy Index,http://www.dualcitizeninc.com/ggei2012.pdf,2010,2016,"Environment, Economic","Environment, Economic",Dual citizen,4,Private,University or Private,USA,United States,USA,TRUE
110,Global Hunger Index,http://www.ifpri.org/sites/default/files/publications/ghi12.pdf,1990,2016,"Social, Development","Social, Development",International Food Policy Research Institute (IFPRI) ,3,NGO,NGO,USA,United States,USA,TRUE
111,Global Innovation Index,http://www.globalinnovationindex.org/content.aspx?page=GII-Home,2008,2016,"Governance, Economic","Governance, Economic",World Intellectual Property Organization (primary),5,IGO,IGO,Switzerland,Europe,CHE,TRUE
112,Global Integrity Index,http://www.globalintegrity.org/report,2004,2013,Governance,Governance,Global Integrity,3,NGO,NGO,USA,United States,USA,FALSE
113,Global Liveability Ranking,http://www.eiu.com/public/thankyou_download.aspx?activity=download&campaignid=Liveability2016,2009,2016,"Social, Health","Social, Development",EIU,3,NGO,NGO,United States,United States,USA,TRUE
114,Global Manufacturing Competitiveness Index,https://www2.deloitte.com/global/en/pages/manufacturing/articles/global-manufacturing-competitiveness-index.html,2010,2016,Economic,Economic,Deloitte,4,Private,University or Private,United States,United States,USA,TRUE
115,Global Microscope,http://www.centerforfinancialinclusion.org/publications-a-resources/global-microscope,2013,2016,Economic,Economic,EIU and Center for Financial Inclusion,3,NGO,NGO,United States,United States,USA,TRUE
116,Global Militarization Index,http://gmi.bicc.de/uploads/pdf/GMI_Daten_2013_e.pdf,2009,2015,Military,Security,Bonn International Center for Conversion,3,NGO,NGO,Germany,Europe,DEU,TRUE
117,Global Open Data Index,http://index.okfn.org,2013,2016,Press Freedom,Human Rights,Open Knowledge International,3,NGO,NGO,United States,United States,USA,TRUE
118,Global Opportunity Index,http://www.globalopportunityindex.org/?ref=MI,2007,2016,Development,Development,Milken Institute,3,NGO,NGO,USA,United States,USA,TRUE
119,Global Peace Index,http://www.visionofhumanity.org/#/page/about-gpi,2007,2016,Conflict,Security,Institute for Economics and Peace/Economist Intelligence Unit,3,NGO,NGO,USA,United States,USA,TRUE
120,Global Production Scoreboard,http://www.global-production.com/scoreboard/index.htm,2003,2015,"Economic, Finance","Economic, Trade & Finance",Global Productions.com,4,Private,University or Private,Switzerland,Europe,CHE,TRUE
121,Global Real Estate Transparency Index,http://www.joneslanglasalle.com/GRETI/en-gb/Pages/GlobalTransparencyIndex.aspx,2000,2016,Economic,Economic,Jones Lang LaSalle/ LaSalle Investment Management ,4,Private,University or Private,USA,United States,USA,TRUE
122,Global Retail Development Index,http://www.atkearney.com/documents/10192/1315829/Global+Retailers-+Cautiously+Aggressive+or+Aggressively+Cautious.pdf/b8f528f4-cb6f-411d-8ae6-7afb7fbc7b7e,2002,2016,Economic,Economic,AT Kearney,4,Private,University or Private,USA,United States,USA,TRUE
123,Global Right to Information Rating,http://www.rti-rating.org,2010,2016,Governance,Governance,Centre for Law and Democracy and Access Info Europe,3,NGO,NGO,Canada,Other developed nations,CAN,TRUE
124,Global Services Location Index,http://www.atkearney.com/gbpc/global-services-location-index/full-report/-/asset_publisher/BfF4luBmAV5G/content/offshoring-opportunities-amid-economic-turbulence-%E2%80%94-the-a-t-%C2%A0kearney-global-services-location-index%E2%84%A2-2011/10192,2003,2016,Finance,Trade & Finance,AT Kearney,4,Private,University or Private,USA,United States,USA,TRUE
125,Global Slavery Index,http://www.globalslaveryindex.org/report/?download,2013,2016,Social,Social,Walk Free Foundation ,3,NGO,NGO,Australia,Other developed nations,AUS,TRUE
126,Global Sustainable Competitiveness Index,http://www.solability.com/pdfs/Sustainable_Competitiveness_Index_2013.pdf,2012,2016,"Economic, Environment","Economic, Environment",SolAbility,4,Private,University or Private,South Korea,Other developed nations,KOR,TRUE
127,Global Talent Competitiveness Index,http://global-indices.insead.edu/gtci/,2013,2017,Social,Social,INSEAD,1,University,University or Private,NA,NA,NA,TRUE
128,Global Talent Index,http://www.globaltalentindex.com/Default.aspx,2011,2011,"Development, Economic","Development, Economic",Hiedrick & Struggles,4,Private,University or Private,USA,United States,USA,FALSE
129,Global Terrorism Index,http://www.visionofhumanity.org/#/page/our-gti-findings,2012,2016,Conflict,Security,Institute for Economics and Peace,3,NGO,NGO,USA,United States,USA,TRUE
130,Global Youth Wellbeing Index,http://www.youthindex.org,2012,2014,"Social, Health","Social, Development",Center for Strategic and International Studies; International Youth Foundation,3,NGO,NGO,United States,United States,USA,TRUE
131,Globalization Index,http://www.foreignpolicy.com/articles/2007/10/11/the_globalization_index_2007,2001,2007,"Economic, Social","Economic, Social",Foreign Policy/ AT Kearney,4,Private,University or Private,United States,United States,USA,FALSE
132,Good Country Index,https://goodcountry.org/good-country/data-treatment,2014,2016,"Social, Development","Social, Development",Simon Anholt,4,Private,University or Private,United Kingdom,United Kingdom,GBR,TRUE
133,Government Defense Anti-Corruption Index,http://government.defenceindex.org/,2012,2015,Governance,Governance,Transparency International,3,NGO,NGO,Germany,Europe,DEU,TRUE
134,Greendex,http://environment.nationalgeographic.com/environment/greendex/,2008,2014,Environment,Environment,National Geographic,3,NGO,NGO,United States,United States,USA,TRUE
135,Grey Area Dynamics Index,http://merchantinternational.com/globalrisk.html,1994,2007,Economic,Economic,The Merchant International Group Limited,4,Private,University or Private,United Kingdom,United Kingdom,GBR,FALSE
136,Happy Planet Index,http://www.happyplanetindex.org/data/,2006,2016,"Social, Environment","Social, Environment",The New Economics Foundation,3,NGO,NGO,United Kingdom,United Kingdom,GBR,TRUE
137,Hays Global Skills Index,http://www.hays-index.com/the-index/introduction/,2012,2016,Economic,Economic,Hays,4,Private,University or Private,United Kingdom,United Kingdom,GBR,TRUE
138,Healthy Food Environment Policy Index,http://www.who.int/bulletin/volumes/93/5/14-145540/en/,2014,2014,Health,Development,INFORMAS,3,NGO,NGO,NA,NA,NA,TRUE
139,Human Assets Index,http://www.ferdi.fr/en/indicator/human-assets-index,1990,2016,"Education, Health","Development, Development",FERDI,3,NGO,NGO,NA,NA,NA,TRUE
140,Human Development Index,http://hdr.undp.org/en/statistics/hdi/,1990,2015,Development,Development,United Nations Development Program (UNDP),5,IGO,IGO,USA,United States,USA,TRUE
141,Human Freedom Index,https://www.cato.org/human-freedom-index,2015,2016,"Social, Development","Social, Development",Cato Institute,3,NGO,NGO,United States,United States,USA,TRUE
142,Human Opportunity Index,http://www1.worldbank.org/poverty/visualizeinequality/ECA/ine_hoi.html,2003,2009,"Social, Development","Social, Development",World Bank,5,IGO,IGO,United States,United States,USA,FALSE
143,Humanitarian Response Index,http://daraint.org/humanitarian-response-index/humanitarian-response-index-2011/,2007,2011,"Conflict, Aid","Security, Development",DARA Institute,3,NGO,NGO,Spain,Europe,ESP,FALSE
